Format,2.0A,
Memory Length,5000,Memory Length,5000,Memory Length,5000,Memory Length,5000,
Trigger Level,6.80V,Trigger Level,6.80V,Trigger Level,6.80V,Trigger Level,6.80V,
Source,CH1,Source,CH2,Source,CH3,Source,CH4,
Label, ,Label, ,Label, ,Label, ,
Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,
Vertical Units,V,Vertical Units,V,Vertical Units,V,Vertical Units,V,
Vertical Scale,1.000E+02,Vertical Scale,5.000E+01,Vertical Scale,5.000E-01,Vertical Scale,5.000E-01,
Vertical Position,1.960E+02,Vertical Position,2.000E+00,Vertical Position,-3.400E-01,Vertical Position,-1.160E+00,
Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,1.000E-05,Horizontal Scale,1.000E-05,Horizontal Scale,1.000E-05,Horizontal Scale,1.000E-05,
Horizontal Position,1.728E-04,Horizontal Position,1.728E-04,Horizontal Position,1.728E-04,Horizontal Position,1.728E-04,
Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,
Sampling Period,2.000E-08,Sampling Period,2.000E-08,Sampling Period,2.000E-08,Sampling Period,2.000E-08,
Firmware,V1.13,Firmware,V1.13,Firmware,V1.13,Firmware,V1.13,
Time,16-Aug-16 12:55:26,Time,16-Aug-16 12:55:26,Time,16-Aug-16 12:55:26,Time,16-Aug-16 12:55:26,
Mode,Detail,Mode,Detail,Mode,Detail,Mode,Detail,
Waveform Data,,Waveform Data,,Waveform Data,,Waveform Data,,
1.686000e-04,-4.000000,1.686000e-04,0.000000,1.686000e-04,0.020000,1.686000e-04,0.000000,
1.686200e-04,-4.000000,1.686200e-04,0.000000,1.686200e-04,0.020000,1.686200e-04,-0.020000,
1.686400e-04,-4.000000,1.686400e-04,0.000000,1.686400e-04,0.040000,1.686400e-04,-0.020000,
1.686600e-04,-4.000000,1.686600e-04,0.000000,1.686600e-04,0.020000,1.686600e-04,0.000000,
1.686800e-04,-4.000000,1.686800e-04,0.000000,1.686800e-04,0.020000,1.686800e-04,0.000000,
1.687000e-04,-4.000000,1.687000e-04,0.000000,1.687000e-04,0.020000,1.687000e-04,0.000000,
1.687200e-04,-4.000000,1.687200e-04,0.000000,1.687200e-04,0.020000,1.687200e-04,0.000000,
1.687400e-04,-4.000000,1.687400e-04,0.000000,1.687400e-04,0.020000,1.687400e-04,0.000000,
1.687600e-04,-4.000000,1.687600e-04,0.000000,1.687600e-04,0.020000,1.687600e-04,0.000000,
1.687800e-04,-4.000000,1.687800e-04,2.000000,1.687800e-04,0.020000,1.687800e-04,0.000000,
1.688000e-04,-4.000000,1.688000e-04,0.000000,1.688000e-04,0.020000,1.688000e-04,0.000000,
1.688200e-04,-4.000000,1.688200e-04,0.000000,1.688200e-04,0.020000,1.688200e-04,0.000000,
1.688400e-04,-4.000000,1.688400e-04,0.000000,1.688400e-04,0.020000,1.688400e-04,0.000000,
1.688600e-04,-4.000000,1.688600e-04,0.000000,1.688600e-04,0.040000,1.688600e-04,0.000000,
1.688800e-04,-4.000000,1.688800e-04,0.000000,1.688800e-04,0.040000,1.688800e-04,0.000000,
1.689000e-04,-4.000000,1.689000e-04,0.000000,1.689000e-04,0.020000,1.689000e-04,0.000000,
1.689200e-04,-4.000000,1.689200e-04,0.000000,1.689200e-04,0.020000,1.689200e-04,0.000000,
1.689400e-04,-4.000000,1.689400e-04,2.000000,1.689400e-04,0.020000,1.689400e-04,0.000000,
1.689600e-04,-4.000000,1.689600e-04,0.000000,1.689600e-04,0.040000,1.689600e-04,0.000000,
1.689800e-04,-4.000000,1.689800e-04,0.000000,1.689800e-04,0.020000,1.689800e-04,0.000000,
1.690000e-04,-4.000000,1.690000e-04,0.000000,1.690000e-04,0.020000,1.690000e-04,0.000000,
1.690200e-04,-4.000000,1.690200e-04,0.000000,1.690200e-04,0.020000,1.690200e-04,0.000000,
1.690400e-04,-4.000000,1.690400e-04,0.000000,1.690400e-04,0.020000,1.690400e-04,0.000000,
1.690600e-04,-4.000000,1.690600e-04,2.000000,1.690600e-04,0.020000,1.690600e-04,0.000000,
1.690800e-04,-4.000000,1.690800e-04,0.000000,1.690800e-04,0.040000,1.690800e-04,0.000000,
1.691000e-04,-4.000000,1.691000e-04,0.000000,1.691000e-04,0.020000,1.691000e-04,0.000000,
1.691200e-04,-4.000000,1.691200e-04,0.000000,1.691200e-04,0.040000,1.691200e-04,0.000000,
1.691400e-04,-4.000000,1.691400e-04,0.000000,1.691400e-04,0.020000,1.691400e-04,0.000000,
1.691600e-04,-4.000000,1.691600e-04,0.000000,1.691600e-04,0.040000,1.691600e-04,0.000000,
1.691800e-04,-4.000000,1.691800e-04,0.000000,1.691800e-04,0.020000,1.691800e-04,0.000000,
1.692000e-04,-4.000000,1.692000e-04,0.000000,1.692000e-04,0.020000,1.692000e-04,0.000000,
1.692200e-04,-4.000000,1.692200e-04,0.000000,1.692200e-04,0.040000,1.692200e-04,0.000000,
1.692400e-04,-4.000000,1.692400e-04,0.000000,1.692400e-04,0.020000,1.692400e-04,0.000000,
1.692600e-04,-4.000000,1.692600e-04,0.000000,1.692600e-04,0.020000,1.692600e-04,0.000000,
1.692800e-04,-4.000000,1.692800e-04,0.000000,1.692800e-04,0.040000,1.692800e-04,0.000000,
1.693000e-04,-4.000000,1.693000e-04,0.000000,1.693000e-04,0.020000,1.693000e-04,0.000000,
1.693200e-04,-4.000000,1.693200e-04,0.000000,1.693200e-04,0.020000,1.693200e-04,-0.020000,
1.693400e-04,-4.000000,1.693400e-04,0.000000,1.693400e-04,0.020000,1.693400e-04,0.000000,
1.693600e-04,-4.000000,1.693600e-04,2.000000,1.693600e-04,0.020000,1.693600e-04,0.000000,
1.693800e-04,-4.000000,1.693800e-04,0.000000,1.693800e-04,0.020000,1.693800e-04,0.000000,
1.694000e-04,-4.000000,1.694000e-04,0.000000,1.694000e-04,0.040000,1.694000e-04,0.000000,
1.694200e-04,-4.000000,1.694200e-04,0.000000,1.694200e-04,0.020000,1.694200e-04,0.000000,
1.694400e-04,-4.000000,1.694400e-04,0.000000,1.694400e-04,0.020000,1.694400e-04,0.000000,
1.694600e-04,-4.000000,1.694600e-04,2.000000,1.694600e-04,0.020000,1.694600e-04,0.000000,
1.694800e-04,-4.000000,1.694800e-04,0.000000,1.694800e-04,0.020000,1.694800e-04,-0.020000,
1.695000e-04,-4.000000,1.695000e-04,2.000000,1.695000e-04,0.020000,1.695000e-04,0.000000,
1.695200e-04,-4.000000,1.695200e-04,0.000000,1.695200e-04,0.020000,1.695200e-04,0.000000,
1.695400e-04,-4.000000,1.695400e-04,2.000000,1.695400e-04,0.040000,1.695400e-04,0.000000,
1.695600e-04,-4.000000,1.695600e-04,0.000000,1.695600e-04,0.020000,1.695600e-04,0.000000,
1.695800e-04,-4.000000,1.695800e-04,0.000000,1.695800e-04,0.020000,1.695800e-04,0.000000,
1.696000e-04,-4.000000,1.696000e-04,0.000000,1.696000e-04,0.020000,1.696000e-04,0.000000,
1.696200e-04,-4.000000,1.696200e-04,0.000000,1.696200e-04,0.020000,1.696200e-04,0.000000,
1.696400e-04,-4.000000,1.696400e-04,0.000000,1.696400e-04,0.040000,1.696400e-04,0.000000,
1.696600e-04,-4.000000,1.696600e-04,0.000000,1.696600e-04,0.020000,1.696600e-04,0.000000,
1.696800e-04,-4.000000,1.696800e-04,0.000000,1.696800e-04,0.040000,1.696800e-04,0.000000,
1.697000e-04,-4.000000,1.697000e-04,0.000000,1.697000e-04,0.040000,1.697000e-04,0.000000,
1.697200e-04,-4.000000,1.697200e-04,0.000000,1.697200e-04,0.040000,1.697200e-04,0.000000,
1.697400e-04,-4.000000,1.697400e-04,0.000000,1.697400e-04,0.040000,1.697400e-04,0.000000,
1.697600e-04,-4.000000,1.697600e-04,0.000000,1.697600e-04,0.040000,1.697600e-04,0.000000,
1.697800e-04,-4.000000,1.697800e-04,0.000000,1.697800e-04,0.040000,1.697800e-04,0.000000,
1.698000e-04,-4.000000,1.698000e-04,0.000000,1.698000e-04,0.040000,1.698000e-04,0.000000,
1.698200e-04,-4.000000,1.698200e-04,0.000000,1.698200e-04,0.020000,1.698200e-04,-0.020000,
1.698400e-04,-4.000000,1.698400e-04,0.000000,1.698400e-04,0.040000,1.698400e-04,0.000000,
1.698600e-04,-4.000000,1.698600e-04,0.000000,1.698600e-04,0.020000,1.698600e-04,0.000000,
1.698800e-04,-4.000000,1.698800e-04,0.000000,1.698800e-04,0.020000,1.698800e-04,0.000000,
1.699000e-04,-4.000000,1.699000e-04,0.000000,1.699000e-04,0.020000,1.699000e-04,0.000000,
1.699200e-04,-4.000000,1.699200e-04,0.000000,1.699200e-04,0.040000,1.699200e-04,0.000000,
1.699400e-04,-4.000000,1.699400e-04,0.000000,1.699400e-04,0.020000,1.699400e-04,0.000000,
1.699600e-04,-4.000000,1.699600e-04,0.000000,1.699600e-04,0.020000,1.699600e-04,0.000000,
1.699800e-04,-4.000000,1.699800e-04,0.000000,1.699800e-04,0.040000,1.699800e-04,0.000000,
1.700000e-04,-4.000000,1.700000e-04,0.000000,1.700000e-04,0.020000,1.700000e-04,0.000000,
1.700200e-04,-4.000000,1.700200e-04,0.000000,1.700200e-04,0.040000,1.700200e-04,-0.020000,
1.700400e-04,-4.000000,1.700400e-04,0.000000,1.700400e-04,0.040000,1.700400e-04,0.000000,
1.700600e-04,-4.000000,1.700600e-04,0.000000,1.700600e-04,0.020000,1.700600e-04,0.000000,
1.700800e-04,-4.000000,1.700800e-04,0.000000,1.700800e-04,0.040000,1.700800e-04,-0.020000,
1.701000e-04,-4.000000,1.701000e-04,0.000000,1.701000e-04,0.020000,1.701000e-04,0.000000,
1.701200e-04,-4.000000,1.701200e-04,2.000000,1.701200e-04,0.020000,1.701200e-04,0.000000,
1.701400e-04,-4.000000,1.701400e-04,0.000000,1.701400e-04,0.020000,1.701400e-04,0.000000,
1.701600e-04,-4.000000,1.701600e-04,0.000000,1.701600e-04,0.020000,1.701600e-04,0.000000,
1.701800e-04,-4.000000,1.701800e-04,0.000000,1.701800e-04,0.020000,1.701800e-04,0.000000,
1.702000e-04,-4.000000,1.702000e-04,0.000000,1.702000e-04,0.020000,1.702000e-04,0.000000,
1.702200e-04,-4.000000,1.702200e-04,0.000000,1.702200e-04,0.040000,1.702200e-04,0.000000,
1.702400e-04,-4.000000,1.702400e-04,0.000000,1.702400e-04,0.040000,1.702400e-04,0.000000,
1.702600e-04,-4.000000,1.702600e-04,0.000000,1.702600e-04,0.040000,1.702600e-04,0.000000,
1.702800e-04,-4.000000,1.702800e-04,0.000000,1.702800e-04,0.040000,1.702800e-04,0.000000,
1.703000e-04,-4.000000,1.703000e-04,0.000000,1.703000e-04,0.020000,1.703000e-04,0.000000,
1.703200e-04,-4.000000,1.703200e-04,0.000000,1.703200e-04,0.020000,1.703200e-04,0.000000,
1.703400e-04,-4.000000,1.703400e-04,0.000000,1.703400e-04,0.020000,1.703400e-04,0.000000,
1.703600e-04,-4.000000,1.703600e-04,0.000000,1.703600e-04,0.020000,1.703600e-04,0.000000,
1.703800e-04,-4.000000,1.703800e-04,0.000000,1.703800e-04,0.040000,1.703800e-04,0.000000,
1.704000e-04,-4.000000,1.704000e-04,0.000000,1.704000e-04,0.020000,1.704000e-04,0.000000,
1.704200e-04,-4.000000,1.704200e-04,0.000000,1.704200e-04,0.020000,1.704200e-04,0.000000,
1.704400e-04,-4.000000,1.704400e-04,0.000000,1.704400e-04,0.040000,1.704400e-04,0.000000,
1.704600e-04,-4.000000,1.704600e-04,0.000000,1.704600e-04,0.040000,1.704600e-04,0.000000,
1.704800e-04,-4.000000,1.704800e-04,0.000000,1.704800e-04,0.040000,1.704800e-04,0.000000,
1.705000e-04,-4.000000,1.705000e-04,0.000000,1.705000e-04,0.020000,1.705000e-04,0.000000,
1.705200e-04,-4.000000,1.705200e-04,0.000000,1.705200e-04,0.020000,1.705200e-04,0.000000,
1.705400e-04,-4.000000,1.705400e-04,2.000000,1.705400e-04,0.040000,1.705400e-04,0.000000,
1.705600e-04,-4.000000,1.705600e-04,0.000000,1.705600e-04,0.040000,1.705600e-04,-0.020000,
1.705800e-04,-4.000000,1.705800e-04,0.000000,1.705800e-04,0.040000,1.705800e-04,-0.020000,
1.706000e-04,-4.000000,1.706000e-04,0.000000,1.706000e-04,0.020000,1.706000e-04,0.000000,
1.706200e-04,-4.000000,1.706200e-04,0.000000,1.706200e-04,0.020000,1.706200e-04,0.000000,
1.706400e-04,-4.000000,1.706400e-04,2.000000,1.706400e-04,0.020000,1.706400e-04,0.000000,
1.706600e-04,-4.000000,1.706600e-04,0.000000,1.706600e-04,0.040000,1.706600e-04,0.000000,
1.706800e-04,-4.000000,1.706800e-04,0.000000,1.706800e-04,0.020000,1.706800e-04,0.000000,
1.707000e-04,-4.000000,1.707000e-04,0.000000,1.707000e-04,0.020000,1.707000e-04,0.000000,
1.707200e-04,-4.000000,1.707200e-04,0.000000,1.707200e-04,0.020000,1.707200e-04,0.000000,
1.707400e-04,-4.000000,1.707400e-04,0.000000,1.707400e-04,0.040000,1.707400e-04,0.000000,
1.707600e-04,-4.000000,1.707600e-04,0.000000,1.707600e-04,0.020000,1.707600e-04,0.000000,
1.707800e-04,-4.000000,1.707800e-04,0.000000,1.707800e-04,0.040000,1.707800e-04,0.000000,
1.708000e-04,-4.000000,1.708000e-04,0.000000,1.708000e-04,0.040000,1.708000e-04,0.000000,
1.708200e-04,-4.000000,1.708200e-04,0.000000,1.708200e-04,0.020000,1.708200e-04,0.000000,
1.708400e-04,-4.000000,1.708400e-04,2.000000,1.708400e-04,0.040000,1.708400e-04,0.000000,
1.708600e-04,-4.000000,1.708600e-04,0.000000,1.708600e-04,0.020000,1.708600e-04,0.000000,
1.708800e-04,-4.000000,1.708800e-04,0.000000,1.708800e-04,0.020000,1.708800e-04,0.000000,
1.709000e-04,-4.000000,1.709000e-04,0.000000,1.709000e-04,0.040000,1.709000e-04,0.000000,
1.709200e-04,-4.000000,1.709200e-04,0.000000,1.709200e-04,0.040000,1.709200e-04,0.000000,
1.709400e-04,-4.000000,1.709400e-04,0.000000,1.709400e-04,0.040000,1.709400e-04,0.000000,
1.709600e-04,-4.000000,1.709600e-04,0.000000,1.709600e-04,0.020000,1.709600e-04,0.000000,
1.709800e-04,-4.000000,1.709800e-04,2.000000,1.709800e-04,0.040000,1.709800e-04,0.000000,
1.710000e-04,-4.000000,1.710000e-04,0.000000,1.710000e-04,0.020000,1.710000e-04,0.000000,
1.710200e-04,-4.000000,1.710200e-04,2.000000,1.710200e-04,0.040000,1.710200e-04,0.000000,
1.710400e-04,-4.000000,1.710400e-04,0.000000,1.710400e-04,0.020000,1.710400e-04,0.000000,
1.710600e-04,-4.000000,1.710600e-04,0.000000,1.710600e-04,0.020000,1.710600e-04,0.000000,
1.710800e-04,-4.000000,1.710800e-04,0.000000,1.710800e-04,0.040000,1.710800e-04,0.000000,
1.711000e-04,-4.000000,1.711000e-04,0.000000,1.711000e-04,0.040000,1.711000e-04,0.000000,
1.711200e-04,-4.000000,1.711200e-04,0.000000,1.711200e-04,0.020000,1.711200e-04,0.000000,
1.711400e-04,-4.000000,1.711400e-04,0.000000,1.711400e-04,0.020000,1.711400e-04,0.000000,
1.711600e-04,-4.000000,1.711600e-04,0.000000,1.711600e-04,0.020000,1.711600e-04,0.000000,
1.711800e-04,-4.000000,1.711800e-04,0.000000,1.711800e-04,0.020000,1.711800e-04,0.000000,
1.712000e-04,-4.000000,1.712000e-04,0.000000,1.712000e-04,0.020000,1.712000e-04,0.000000,
1.712200e-04,-4.000000,1.712200e-04,0.000000,1.712200e-04,0.040000,1.712200e-04,0.000000,
1.712400e-04,-4.000000,1.712400e-04,0.000000,1.712400e-04,0.020000,1.712400e-04,0.000000,
1.712600e-04,-4.000000,1.712600e-04,0.000000,1.712600e-04,0.020000,1.712600e-04,0.000000,
1.712800e-04,-4.000000,1.712800e-04,0.000000,1.712800e-04,0.020000,1.712800e-04,0.000000,
1.713000e-04,-4.000000,1.713000e-04,0.000000,1.713000e-04,0.040000,1.713000e-04,0.000000,
1.713200e-04,-4.000000,1.713200e-04,0.000000,1.713200e-04,0.020000,1.713200e-04,0.000000,
1.713400e-04,-4.000000,1.713400e-04,0.000000,1.713400e-04,0.020000,1.713400e-04,0.000000,
1.713600e-04,-4.000000,1.713600e-04,0.000000,1.713600e-04,0.020000,1.713600e-04,0.000000,
1.713800e-04,-4.000000,1.713800e-04,0.000000,1.713800e-04,0.040000,1.713800e-04,0.000000,
1.714000e-04,-4.000000,1.714000e-04,0.000000,1.714000e-04,0.040000,1.714000e-04,0.000000,
1.714200e-04,-4.000000,1.714200e-04,0.000000,1.714200e-04,0.020000,1.714200e-04,0.000000,
1.714400e-04,-4.000000,1.714400e-04,0.000000,1.714400e-04,0.020000,1.714400e-04,0.000000,
1.714600e-04,-4.000000,1.714600e-04,0.000000,1.714600e-04,0.020000,1.714600e-04,0.000000,
1.714800e-04,-4.000000,1.714800e-04,0.000000,1.714800e-04,0.020000,1.714800e-04,0.000000,
1.715000e-04,-4.000000,1.715000e-04,0.000000,1.715000e-04,0.020000,1.715000e-04,0.000000,
1.715200e-04,-4.000000,1.715200e-04,0.000000,1.715200e-04,0.020000,1.715200e-04,0.020000,
1.715400e-04,-4.000000,1.715400e-04,0.000000,1.715400e-04,0.020000,1.715400e-04,0.000000,
1.715600e-04,-4.000000,1.715600e-04,0.000000,1.715600e-04,0.040000,1.715600e-04,0.000000,
1.715800e-04,-4.000000,1.715800e-04,0.000000,1.715800e-04,0.040000,1.715800e-04,0.000000,
1.716000e-04,-4.000000,1.716000e-04,0.000000,1.716000e-04,0.020000,1.716000e-04,0.000000,
1.716200e-04,-4.000000,1.716200e-04,0.000000,1.716200e-04,0.040000,1.716200e-04,0.000000,
1.716400e-04,-4.000000,1.716400e-04,0.000000,1.716400e-04,0.020000,1.716400e-04,0.000000,
1.716600e-04,-4.000000,1.716600e-04,0.000000,1.716600e-04,0.020000,1.716600e-04,0.000000,
1.716800e-04,-4.000000,1.716800e-04,0.000000,1.716800e-04,0.020000,1.716800e-04,0.000000,
1.717000e-04,-4.000000,1.717000e-04,0.000000,1.717000e-04,0.040000,1.717000e-04,0.000000,
1.717200e-04,-4.000000,1.717200e-04,0.000000,1.717200e-04,0.040000,1.717200e-04,0.000000,
1.717400e-04,-4.000000,1.717400e-04,0.000000,1.717400e-04,0.040000,1.717400e-04,0.000000,
1.717600e-04,-4.000000,1.717600e-04,0.000000,1.717600e-04,0.020000,1.717600e-04,0.000000,
1.717800e-04,-4.000000,1.717800e-04,0.000000,1.717800e-04,0.020000,1.717800e-04,0.000000,
1.718000e-04,-4.000000,1.718000e-04,0.000000,1.718000e-04,0.040000,1.718000e-04,0.000000,
1.718200e-04,-4.000000,1.718200e-04,0.000000,1.718200e-04,0.020000,1.718200e-04,0.000000,
1.718400e-04,-4.000000,1.718400e-04,0.000000,1.718400e-04,0.020000,1.718400e-04,0.000000,
1.718600e-04,-4.000000,1.718600e-04,0.000000,1.718600e-04,0.020000,1.718600e-04,0.000000,
1.718800e-04,-4.000000,1.718800e-04,2.000000,1.718800e-04,0.020000,1.718800e-04,0.000000,
1.719000e-04,-4.000000,1.719000e-04,0.000000,1.719000e-04,0.020000,1.719000e-04,0.000000,
1.719200e-04,-4.000000,1.719200e-04,0.000000,1.719200e-04,0.020000,1.719200e-04,0.000000,
1.719400e-04,-4.000000,1.719400e-04,0.000000,1.719400e-04,0.040000,1.719400e-04,0.000000,
1.719600e-04,-4.000000,1.719600e-04,0.000000,1.719600e-04,0.020000,1.719600e-04,0.000000,
1.719800e-04,-4.000000,1.719800e-04,0.000000,1.719800e-04,0.020000,1.719800e-04,0.000000,
1.720000e-04,-4.000000,1.720000e-04,0.000000,1.720000e-04,0.020000,1.720000e-04,0.000000,
1.720200e-04,-4.000000,1.720200e-04,0.000000,1.720200e-04,0.020000,1.720200e-04,0.000000,
1.720400e-04,-4.000000,1.720400e-04,0.000000,1.720400e-04,0.020000,1.720400e-04,0.000000,
1.720600e-04,-4.000000,1.720600e-04,0.000000,1.720600e-04,0.040000,1.720600e-04,0.000000,
1.720800e-04,-4.000000,1.720800e-04,0.000000,1.720800e-04,0.020000,1.720800e-04,0.000000,
1.721000e-04,-4.000000,1.721000e-04,0.000000,1.721000e-04,0.040000,1.721000e-04,0.000000,
1.721200e-04,-4.000000,1.721200e-04,0.000000,1.721200e-04,0.020000,1.721200e-04,0.000000,
1.721400e-04,-4.000000,1.721400e-04,0.000000,1.721400e-04,0.020000,1.721400e-04,0.000000,
1.721600e-04,-4.000000,1.721600e-04,0.000000,1.721600e-04,0.040000,1.721600e-04,0.000000,
1.721800e-04,-4.000000,1.721800e-04,0.000000,1.721800e-04,0.020000,1.721800e-04,0.020000,
1.722000e-04,-4.000000,1.722000e-04,2.000000,1.722000e-04,0.020000,1.722000e-04,0.000000,
1.722200e-04,-4.000000,1.722200e-04,0.000000,1.722200e-04,0.020000,1.722200e-04,0.000000,
1.722400e-04,-4.000000,1.722400e-04,0.000000,1.722400e-04,0.040000,1.722400e-04,0.000000,
1.722600e-04,-4.000000,1.722600e-04,0.000000,1.722600e-04,0.040000,1.722600e-04,0.000000,
1.722800e-04,-4.000000,1.722800e-04,0.000000,1.722800e-04,0.020000,1.722800e-04,0.000000,
1.723000e-04,-4.000000,1.723000e-04,0.000000,1.723000e-04,0.040000,1.723000e-04,0.000000,
1.723200e-04,-4.000000,1.723200e-04,0.000000,1.723200e-04,0.020000,1.723200e-04,0.000000,
1.723400e-04,-4.000000,1.723400e-04,0.000000,1.723400e-04,0.040000,1.723400e-04,0.000000,
1.723600e-04,-4.000000,1.723600e-04,0.000000,1.723600e-04,0.040000,1.723600e-04,0.000000,
1.723800e-04,-4.000000,1.723800e-04,0.000000,1.723800e-04,0.020000,1.723800e-04,0.000000,
1.724000e-04,-4.000000,1.724000e-04,0.000000,1.724000e-04,0.040000,1.724000e-04,0.000000,
1.724200e-04,-4.000000,1.724200e-04,0.000000,1.724200e-04,0.040000,1.724200e-04,0.000000,
1.724400e-04,-4.000000,1.724400e-04,2.000000,1.724400e-04,0.020000,1.724400e-04,0.000000,
1.724600e-04,-4.000000,1.724600e-04,0.000000,1.724600e-04,0.040000,1.724600e-04,0.000000,
1.724800e-04,-4.000000,1.724800e-04,0.000000,1.724800e-04,0.040000,1.724800e-04,0.000000,
1.725000e-04,-4.000000,1.725000e-04,2.000000,1.725000e-04,0.040000,1.725000e-04,0.000000,
1.725200e-04,-4.000000,1.725200e-04,0.000000,1.725200e-04,0.020000,1.725200e-04,0.020000,
1.725400e-04,-4.000000,1.725400e-04,0.000000,1.725400e-04,0.020000,1.725400e-04,0.000000,
1.725600e-04,-4.000000,1.725600e-04,0.000000,1.725600e-04,0.040000,1.725600e-04,0.000000,
1.725800e-04,-4.000000,1.725800e-04,0.000000,1.725800e-04,0.020000,1.725800e-04,0.000000,
1.726000e-04,-4.000000,1.726000e-04,0.000000,1.726000e-04,0.040000,1.726000e-04,0.000000,
1.726200e-04,-4.000000,1.726200e-04,0.000000,1.726200e-04,0.020000,1.726200e-04,0.000000,
1.726400e-04,-4.000000,1.726400e-04,0.000000,1.726400e-04,0.020000,1.726400e-04,0.000000,
1.726600e-04,-4.000000,1.726600e-04,0.000000,1.726600e-04,0.020000,1.726600e-04,0.000000,
1.726800e-04,-4.000000,1.726800e-04,0.000000,1.726800e-04,0.040000,1.726800e-04,0.000000,
1.727000e-04,-4.000000,1.727000e-04,0.000000,1.727000e-04,0.040000,1.727000e-04,0.000000,
1.727200e-04,-4.000000,1.727200e-04,0.000000,1.727200e-04,0.020000,1.727200e-04,0.000000,
1.727400e-04,-4.000000,1.727400e-04,0.000000,1.727400e-04,0.040000,1.727400e-04,0.000000,
1.727600e-04,-4.000000,1.727600e-04,0.000000,1.727600e-04,0.020000,1.727600e-04,0.000000,
1.727800e-04,-4.000000,1.727800e-04,0.000000,1.727800e-04,0.040000,1.727800e-04,0.000000,
1.728000e-04,-4.000000,1.728000e-04,2.000000,1.728000e-04,0.040000,1.728000e-04,0.000000,
1.728200e-04,-4.000000,1.728200e-04,0.000000,1.728200e-04,0.040000,1.728200e-04,0.000000,
1.728400e-04,-4.000000,1.728400e-04,2.000000,1.728400e-04,0.020000,1.728400e-04,0.000000,
1.728600e-04,-4.000000,1.728600e-04,0.000000,1.728600e-04,0.020000,1.728600e-04,0.020000,
1.728800e-04,-4.000000,1.728800e-04,0.000000,1.728800e-04,0.020000,1.728800e-04,0.000000,
1.729000e-04,-4.000000,1.729000e-04,0.000000,1.729000e-04,0.040000,1.729000e-04,0.000000,
1.729200e-04,-4.000000,1.729200e-04,0.000000,1.729200e-04,0.040000,1.729200e-04,0.000000,
1.729400e-04,-4.000000,1.729400e-04,2.000000,1.729400e-04,0.040000,1.729400e-04,0.000000,
1.729600e-04,-4.000000,1.729600e-04,2.000000,1.729600e-04,0.020000,1.729600e-04,0.000000,
1.729800e-04,-4.000000,1.729800e-04,0.000000,1.729800e-04,0.040000,1.729800e-04,0.000000,
1.730000e-04,-4.000000,1.730000e-04,2.000000,1.730000e-04,0.020000,1.730000e-04,0.020000,
1.730200e-04,-4.000000,1.730200e-04,2.000000,1.730200e-04,0.040000,1.730200e-04,0.020000,
1.730400e-04,-4.000000,1.730400e-04,0.000000,1.730400e-04,0.020000,1.730400e-04,0.000000,
1.730600e-04,-4.000000,1.730600e-04,2.000000,1.730600e-04,0.040000,1.730600e-04,0.000000,
1.730800e-04,-4.000000,1.730800e-04,0.000000,1.730800e-04,0.040000,1.730800e-04,0.000000,
1.731000e-04,-4.000000,1.731000e-04,2.000000,1.731000e-04,0.020000,1.731000e-04,0.000000,
1.731200e-04,-4.000000,1.731200e-04,0.000000,1.731200e-04,0.040000,1.731200e-04,0.000000,
1.731400e-04,-4.000000,1.731400e-04,2.000000,1.731400e-04,0.040000,1.731400e-04,0.000000,
1.731600e-04,-4.000000,1.731600e-04,2.000000,1.731600e-04,0.040000,1.731600e-04,0.000000,
1.731800e-04,-4.000000,1.731800e-04,0.000000,1.731800e-04,0.040000,1.731800e-04,0.000000,
1.732000e-04,-4.000000,1.732000e-04,0.000000,1.732000e-04,0.040000,1.732000e-04,0.000000,
1.732200e-04,-4.000000,1.732200e-04,0.000000,1.732200e-04,0.020000,1.732200e-04,0.020000,
1.732400e-04,-4.000000,1.732400e-04,0.000000,1.732400e-04,0.020000,1.732400e-04,0.000000,
1.732600e-04,-4.000000,1.732600e-04,0.000000,1.732600e-04,0.020000,1.732600e-04,0.000000,
1.732800e-04,-4.000000,1.732800e-04,2.000000,1.732800e-04,0.040000,1.732800e-04,0.000000,
1.733000e-04,-4.000000,1.733000e-04,0.000000,1.733000e-04,0.020000,1.733000e-04,0.000000,
1.733200e-04,-4.000000,1.733200e-04,0.000000,1.733200e-04,0.040000,1.733200e-04,0.000000,
1.733400e-04,-4.000000,1.733400e-04,0.000000,1.733400e-04,0.020000,1.733400e-04,0.000000,
1.733600e-04,-4.000000,1.733600e-04,0.000000,1.733600e-04,0.040000,1.733600e-04,0.000000,
1.733800e-04,-4.000000,1.733800e-04,0.000000,1.733800e-04,0.040000,1.733800e-04,0.000000,
1.734000e-04,-4.000000,1.734000e-04,0.000000,1.734000e-04,0.040000,1.734000e-04,0.000000,
1.734200e-04,-4.000000,1.734200e-04,2.000000,1.734200e-04,0.020000,1.734200e-04,0.000000,
1.734400e-04,-4.000000,1.734400e-04,0.000000,1.734400e-04,0.020000,1.734400e-04,0.000000,
1.734600e-04,-4.000000,1.734600e-04,0.000000,1.734600e-04,0.020000,1.734600e-04,0.000000,
